,Disease,DiseaseCode,Year,Month,Date,Cases,AnnualTotal,RecordType,Source,SourceURL
2830,Bacillary Dysentery,,2004,8,2004-08-01,25,140,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2831,Chickenpox,,2004,8,2004-08-01,532,11784,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2832,Cholera,,2004,8,2004-08-01,0,5,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2833,Dengue Fever,,2004,8,2004-08-01,5,31,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2834,Diphtheria,,2004,8,2004-08-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2835,Food Poisoning - Outbreaks,,2004,8,2004-08-01,118,821,outbreaks,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2836,"Influenza A(H5), Influenza A(H7) or Influenza A(H9)",,2004,8,2004-08-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2837,Japanese Encephalitis,,2004,8,2004-08-01,0,5,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2838,Legionnaires' Disease,,2004,8,2004-08-01,0,3,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2839,Leprosy,,2004,8,2004-08-01,0,6,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2840,Malaria,,2004,8,2004-08-01,9,37,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2841,Measles,,2004,8,2004-08-01,8,51,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2842,Meningococcal Infections,,2004,8,2004-08-01,0,4,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2843,Mumps,,2004,8,2004-08-01,26,221,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2844,Paratyphoid Fever,,2004,8,2004-08-01,2,39,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2845,Plague,,2004,8,2004-08-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2846,Rabies,,2004,8,2004-08-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2847,Relapsing Fever,,2004,8,2004-08-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2848,Rubella,,2004,8,2004-08-01,0,23,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2849,Scarlet Fever,,2004,8,2004-08-01,6,125,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2850,Severe Acute Respiratory Syndrome,,2004,8,2004-08-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2851,Tetanus,,2004,8,2004-08-01,0,3,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2852,Tuberculosis,,2004,8,2004-08-01,593,6226,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2853,Typhoid Fever,,2004,8,2004-08-01,3,53,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2854,Typhus,,2004,8,2004-08-01,2,18,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2855,Viral Hepatitis - A,,2004,8,2004-08-01,2,121,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2856,Viral Hepatitis - B,,2004,8,2004-08-01,7,134,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2857,Viral Hepatitis - C,,2004,8,2004-08-01,0,1,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2858,Viral Hepatitis - E,,2004,8,2004-08-01,4,38,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2859,Viral Hepatitis - Unclassified,,2004,8,2004-08-01,0,6,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2860,Whooping Cough,,2004,8,2004-08-01,1,10,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2861,Yellow Fever,,2004,8,2004-08-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2862,Acute Poliomyelitis,,2004,9,2004-09-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2863,Amoebic Dysentery,,2004,9,2004-09-01,0,23,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2864,Bacillary Dysentery,,2004,9,2004-09-01,26,140,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2865,Chickenpox,,2004,9,2004-09-01,393,11784,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2866,Cholera,,2004,9,2004-09-01,0,5,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2867,Dengue Fever,,2004,9,2004-09-01,4,31,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2868,Diphtheria,,2004,9,2004-09-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2869,Food Poisoning - Outbreaks,,2004,9,2004-09-01,92,821,outbreaks,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2870,"Influenza A(H5), Influenza A(H7) or Influenza A(H9)",,2004,9,2004-09-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2871,Japanese Encephalitis,,2004,9,2004-09-01,0,5,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2872,Legionnaires' Disease,,2004,9,2004-09-01,1,3,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2873,Leprosy,,2004,9,2004-09-01,0,6,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2874,Malaria,,2004,9,2004-09-01,2,37,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2875,Measles,,2004,9,2004-09-01,2,51,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2876,Meningococcal Infections,,2004,9,2004-09-01,0,4,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2877,Mumps,,2004,9,2004-09-01,26,221,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2878,Paratyphoid Fever,,2004,9,2004-09-01,6,39,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2879,Plague,,2004,9,2004-09-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2880,Rabies,,2004,9,2004-09-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2881,Relapsing Fever,,2004,9,2004-09-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2882,Rubella,,2004,9,2004-09-01,0,23,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2883,Scarlet Fever,,2004,9,2004-09-01,6,125,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2884,Severe Acute Respiratory Syndrome,,2004,9,2004-09-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2885,Tetanus,,2004,9,2004-09-01,1,3,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2886,Tuberculosis,,2004,9,2004-09-01,520,6226,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2887,Typhoid Fever,,2004,9,2004-09-01,11,53,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2888,Typhus,,2004,9,2004-09-01,1,18,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2889,Viral Hepatitis - A,,2004,9,2004-09-01,5,121,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2890,Viral Hepatitis - B,,2004,9,2004-09-01,11,134,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2891,Viral Hepatitis - C,,2004,9,2004-09-01,0,1,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2892,Viral Hepatitis - E,,2004,9,2004-09-01,1,38,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2893,Viral Hepatitis - Unclassified,,2004,9,2004-09-01,0,6,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2894,Whooping Cough,,2004,9,2004-09-01,0,10,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2895,Yellow Fever,,2004,9,2004-09-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2896,Acute Poliomyelitis,,2004,10,2004-10-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2897,Amoebic Dysentery,,2004,10,2004-10-01,0,23,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2898,Bacillary Dysentery,,2004,10,2004-10-01,9,140,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2899,Chickenpox,,2004,10,2004-10-01,828,11784,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2900,Cholera,,2004,10,2004-10-01,1,5,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2901,Dengue Fever,,2004,10,2004-10-01,1,31,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2902,Diphtheria,,2004,10,2004-10-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2903,Food Poisoning - Outbreaks,,2004,10,2004-10-01,66,821,outbreaks,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2904,"Influenza A(H5), Influenza A(H7) or Influenza A(H9)",,2004,10,2004-10-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2905,Japanese Encephalitis,,2004,10,2004-10-01,1,5,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2906,Legionnaires' Disease,,2004,10,2004-10-01,1,3,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2907,Leprosy,,2004,10,2004-10-01,1,6,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2908,Malaria,,2004,10,2004-10-01,5,37,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2909,Measles,,2004,10,2004-10-01,2,51,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2910,Meningococcal Infections,,2004,10,2004-10-01,0,4,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2911,Mumps,,2004,10,2004-10-01,22,221,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2912,Paratyphoid Fever,,2004,10,2004-10-01,3,39,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2913,Plague,,2004,10,2004-10-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2914,Rabies,,2004,10,2004-10-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2915,Relapsing Fever,,2004,10,2004-10-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2916,Rubella,,2004,10,2004-10-01,1,23,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2917,Scarlet Fever,,2004,10,2004-10-01,13,125,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2918,Severe Acute Respiratory Syndrome,,2004,10,2004-10-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2919,Tetanus,,2004,10,2004-10-01,0,3,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2920,Tuberculosis,,2004,10,2004-10-01,542,6226,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2921,Typhoid Fever,,2004,10,2004-10-01,3,53,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2922,Typhus,,2004,10,2004-10-01,1,18,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2923,Viral Hepatitis - A,,2004,10,2004-10-01,8,121,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2924,Viral Hepatitis - B,,2004,10,2004-10-01,9,134,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2925,Viral Hepatitis - C,,2004,10,2004-10-01,0,1,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2926,Viral Hepatitis - E,,2004,10,2004-10-01,1,38,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2927,Viral Hepatitis - Unclassified,,2004,10,2004-10-01,1,6,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2928,Whooping Cough,,2004,10,2004-10-01,0,10,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2929,Yellow Fever,,2004,10,2004-10-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2930,Acute Poliomyelitis,,2004,11,2004-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2931,Amoebic Dysentery,,2004,11,2004-11-01,0,23,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2932,Bacillary Dysentery,,2004,11,2004-11-01,17,140,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2933,Chickenpox,,2004,11,2004-11-01,1347,11784,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2934,Cholera,,2004,11,2004-11-01,0,5,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2935,Dengue Fever,,2004,11,2004-11-01,2,31,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2936,Diphtheria,,2004,11,2004-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2937,Food Poisoning - Outbreaks,,2004,11,2004-11-01,101,821,outbreaks,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2938,"Influenza A(H5), Influenza A(H7) or Influenza A(H9)",,2004,11,2004-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2939,Japanese Encephalitis,,2004,11,2004-11-01,1,5,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2940,Legionnaires' Disease,,2004,11,2004-11-01,1,3,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2941,Leprosy,,2004,11,2004-11-01,0,6,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2942,Malaria,,2004,11,2004-11-01,2,37,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2943,Measles,,2004,11,2004-11-01,0,51,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2944,Meningococcal Infections,,2004,11,2004-11-01,0,4,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2945,Mumps,,2004,11,2004-11-01,31,221,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2946,Paratyphoid Fever,,2004,11,2004-11-01,4,39,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2947,Plague,,2004,11,2004-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2948,Rabies,,2004,11,2004-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2949,Relapsing Fever,,2004,11,2004-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2950,Rubella,,2004,11,2004-11-01,5,23,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2951,Scarlet Fever,,2004,11,2004-11-01,16,125,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2952,Severe Acute Respiratory Syndrome,,2004,11,2004-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2953,Tetanus,,2004,11,2004-11-01,0,3,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2954,Tuberculosis,,2004,11,2004-11-01,560,6226,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2955,Typhoid Fever,,2004,11,2004-11-01,4,53,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2956,Typhus,,2004,11,2004-11-01,3,18,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2957,Viral Hepatitis - A,,2004,11,2004-11-01,5,121,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
2958,Viral Hepatitis - B,,2004,11,2004-11-01,10,134,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2004en.csv
